,VOX,VCR,VDC,VDE,VFH,VHT,VIS,VGT,VAW,VNQ,VPU,GLD,SLV,DBB,USO,UNG,DBC,GSG,DBA,AGG,LQD,HYG,BWX,SPY,EWU,EWQ,EWG,EWJ,GXC,EWL,ILF,VWO,VEA,FXE,FXY,FXB,FXF,CYB
2008-06-06,73.51121845887891,51.46225827810658,73.0920527115648,130.35117774353765,48.03952959084364,56.483478640566794,72.71993112057265,58.11171890026081,101.37628194525706,77.41396265453551,95.35266822181684,89.0599999999999,173.99999999999966,25.039790794979037,112.17000000000039,60.10000000000001,44.192471440408255,72.68000000000004,38.18446372239741,123.23794608929947,138.32945813843486,105.33060573053469,56.729021239406826,155.6852942274842,28.567349391990614,40.78517336672132,39.60044375097411,14.135454960972941,74.01800380078632,27.245251356940802,319.0507357052465,104.84149876636482,46.61692708847908,169.76039238159024,95.03999999999984,216.25759838631208,100.48734169411851,25.36
2008-06-09,72.70328449281561,51.16801185932333,73.17727883336812,133.33766025248661,47.349023005348975,56.11112829611333,72.91731379075706,57.90763911483408,102.33682109854412,75.87958866571846,96.660104334551,87.9869999999999,169.43999999999969,25.02934449093441,109.05000000000037,59.370000000000005,44.64416534864157,71.05000000000003,38.35687697160877,122.6155322201616,138.2087283941325,105.66212458660829,56.11284425826066,156.06225619897936,28.63174828602125,40.76256517749365,39.73497274456914,14.156647547121327,74.12950723023148,26.992101518548786,319.41574434723896,104.5039129381777,46.586244600268145,168.2441945399608,93.85999999999983,216.6084879080828,99.60642464636159,25.34
2008-06-10,71.98153014979907,51.30793323329019,73.80582148166755,130.54752088426437,47.41478553730084,55.85979181360724,72.79265105169321,57.672947361593344,101.33794557106823,75.91555055608136,96.83142354932305,85.5499999999999,164.39999999999972,24.757740585774016,107.02000000000037,58.95000000000001,44.465588687247,70.27000000000002,38.762555205047256,121.9687099639987,137.41727784815035,105.70560246937205,55.24204868986402,155.2854860758985,28.155196470194536,40.039103122208125,39.00117823405078,13.849355047969743,72.45695578855391,26.527993481496754,309.04065022030113,102.23575815504543,45.74758992250261,166.3838950605147,92.88999999999982,214.6237690505672,98.27669987837868,25.39
2008-06-11,70.23639278310237,50.111399719147094,73.11335924201565,131.704912029601,46.09953489826337,55.05613565349516,71.15125832068601,56.25459285287758,99.67446640105746,74.76477006446856,95.91621827040915,87.0199999999999,166.99999999999972,24.956220362621995,110.99000000000036,60.09000000000001,46.10429216827949,72.30000000000003,40.932933753943146,122.12748652159644,137.36362018401599,105.68386352799018,55.39481984221431,153.00086806683714,27.70440421198008,39.37216153999179,38.31630335756697,13.648025479560083,70.1457937964176,26.243199913305737,304.3287204782164,101.80322631268066,45.12371266221362,167.49147220723694,93.28999999999982,215.57774993788135,99.3195810908645,25.34
2008-06-12,70.05326108412802,50.47457799128168,73.43295719877808,129.32812664185613,46.932526969653765,55.25265389084561,71.19281256704063,56.73418034863039,99.47224202721132,75.53195705887708,95.71334025291593,85.5999999999999,163.49999999999972,24.674170153416974,111.27000000000037,60.59000000000001,46.09378765878569,72.88000000000002,40.466403785488886,121.37070448188585,136.1965659890932,105.50995199693516,54.25412857133217,153.58344565914777,27.717283990786203,39.044342796190534,38.218464089497864,13.616236600337503,71.85889193971161,26.16936454377473,308.4654850874645,102.44674929766236,44.939617732948015,166.09355930360695,92.46999999999981,213.9219900070258,98.22342893235779,25.38
2008-06-13,71.23823090102086,51.71946668613392,73.26250495517145,130.6817575894244,47.74359819706021,55.96632538438143,72.17972591796268,57.652539383050666,101.96410634948597,76.79062322157858,96.75027234232576,85.8299999999999,163.30999999999972,24.8204184100418,109.20000000000037,59.800000000000004,45.799661392959344,72.00000000000003,41.15605678233431,121.06559964407317,135.48560193931263,105.9773392366455,54.62077933697286,155.52537096684992,27.97487956690875,39.228599538396075,38.65874079580888,13.753988410302009,71.63588508082127,26.23265200337274,310.0029457310086,102.48894752618577,45.307807591479225,165.4483687327008,92.14299999999982,213.94392060213647,97.60876417057834,25.36
2008-06-16,70.83965014442964,51.78119670406047,72.74049495912618,131.31222574814748,48.236817186699255,55.81117940752581,72.22128016431729,58.132126878803476,102.11319224910923,77.8095434485274,96.75027234232577,87.0099999999999,169.4999999999997,25.05023709902367,108.99000000000036,61.34000000000001,45.757643354984154,72.04000000000003,41.14591482649835,121.19984577271076,135.96852091652207,104.50996069336888,54.73281151536307,155.61675568721233,28.103677354970028,39.46259429690247,38.940028691507585,13.88114392719232,72.3049056574923,26.306487372903742,310.54492826002775,103.38565988230783,45.53281250502608,166.67423081742248,92.27799999999982,215.70933350854534,98.08000715460925,25.400000000000002
2008-06-17,70.73192561562118,51.1638965247949,72.44220353281459,133.86365319264402,46.87114860649869,55.53191664918571,71.69302180753428,57.836211189934716,102.6775888691116,75.6038808396029,97.14475737634037,87.2499999999999,169.0199999999997,25.13380753138071,108.68000000000038,61.02000000000002,46.21984177271126,72.17000000000003,41.724006309148194,121.61478835213602,136.4111966456307,104.69474169511481,55.00779958959358,154.8628317442221,28.296874037061936,39.541722959199326,39.18462686168037,13.976510564860051,71.77779853647876,26.25374782323874,316.1085448334283,102.6260917688868,45.696452442151056,167.09360468851145,92.38999999999983,215.01851976255927,98.36685071010633,25.460000000000004
2008-06-18,69.79472221498777,50.17621623796999,71.6751684365848,133.92668967466682,46.40642671403879,55.05406704047043,70.99542989685621,57.11172795166983,102.0705962777883,74.489062238353,96.6602170445607,88.2799999999999,171.88999999999967,25.93817294281725,110.89000000000038,62.890000000000015,46.850112342339145,73.28000000000003,41.91670347003147,122.12736447966132,137.09533186334406,104.92300057962453,55.22167920288399,153.35498385824164,27.98775934571488,39.11216736387355,38.90333896598167,13.828162461821355,72.71037267365656,26.306487372903742,312.82346705549594,103.5333536821397,45.287352599338604,167.3301745645104,92.53999999999984,215.43520106966199,98.88931575761887,25.460000000000004
2008-06-19,70.29025504750659,50.74207473563009,71.9095402715439,131.38869623453581,46.669476841846276,55.35608454208269,71.7745720160052,57.76702814267506,101.93897472640661,76.21523297577218,97.04331836759374,88.4199999999999,171.5299999999997,25.854602510460207,106.91000000000037,60.94000000000001,45.757643354984154,71.34000000000003,41.125630914826424,121.50495061052347,136.3843678135635,104.2598541727704,55.079092794023715,153.54917638901185,27.949120009296497,39.06695098541821,39.319155855275405,13.785777289524583,72.65968929663605,26.137720813975733,311.4851020348569,102.1830103693912,45.16462264649486,167.0183324552391,92.40999999999981,216.83875915674483,97.98780744034234,25.490000000000002
2008-06-20,68.58820749233325,49.270842641713806,71.0679323187362,130.41318084060924,45.65015759659224,54.66309917879428,70.61105311807603,56.121940992350204,100.2922144751393,74.50104953514062,95.81477926166255,88.9499999999999,171.9639999999997,26.157545327754487,109.14000000000038,61.640000000000015,46.07277863979809,72.20000000000003,40.66924290220813,121.87717851265494,136.4648543097651,103.84692298122168,55.771655351345025,151.06945200197669,27.47256819346978,38.21914388938048,38.120624821428756,13.330136687334301,69.01048615115766,25.77909187625371,302.238216437714,98.95484588735178,44.2032380158856,168.38398583032378,93.04699999999981,217.38702403451157,99.10444842424168,25.550000000000004
2008-06-23,68.11421956557612,48.48892908131075,70.66310824017047,134.38137905319195,44.48835286544247,54.76652983003136,70.63390795357107,56.03010508890817,101.01634598759516,72.6550058298451,96.47976831900145,87.0899999999999,166.2999999999997,25.927726638772622,110.92000000000039,62.850000000000016,46.39841843410583,72.99000000000002,40.82137223974756,121.7124219002361,136.4111966456307,103.46649150703884,55.37445035523427,150.9201965774421,27.575606423918803,38.14001522708363,38.10839491292011,13.425503325002035,69.87210356050673,25.36772338886668,303.2281641182694,99.16583702996874,44.131645543393425,167.3194213883286,92.52999999999982,216.11504951809275,98.04927391652028,25.59
2008-06-24,67.83413579067418,48.15970231903577,70.87617354467876,132.82096777688992,44.97828372848392,54.80790209052619,69.69685969827454,55.662761475140066,98.60967360796239,72.7005575576381,95.96806487487964,87.4699999999999,164.91999999999967,25.697907949790753,110.95000000000039,61.890000000000015,46.40892294359962,72.96000000000002,40.7300946372239,121.95894660918874,136.33071014942914,103.03171267940134,55.76147060785501,150.62168572837302,27.356650184214633,38.06088656478678,37.924946285290524,13.319540394260109,69.18280963302747,25.473202488196687,303.2281641182694,98.9548458873518,44.01914308662,167.7818079641447,92.53999999999981,216.6633143958595,98.40782836089164,25.52
2008-06-25,68.58820749233325,48.92103920679664,71.6751684365848,131.9735921169113,45.17710718307938,55.29402615134045,69.47869990491282,56.48928460611832,98.8971964143787,73.890976043962,96.44438947009886,87.4199999999999,166.25999999999968,25.541213389121292,108.50000000000038,60.19000000000001,46.230346282205055,71.94000000000003,41.58201892744472,122.01740469611366,136.43534259449117,103.37410100616589,55.91424176020529,151.33351929153784,27.529754411368984,38.605630884227544,38.37671910559966,13.520340148016057,70.6120808650065,25.699560635358882,311.76099348793264,100.72717148533421,44.520290394065256,168.94315099177578,92.5699999999998,217.2664057614029,99.00200429727845,25.53
2008-06-26,66.53066899209206,47.26996699398766,70.29024395728099,130.94020716571788,43.4539705765854,54.31143496458823,66.92311375410414,54.60970978233816,95.7237965509691,71.42510917943393,94.17617711191214,90.6099999999999,170.2499999999997,26.063528591352814,113.1200000000004,62.19000000000001,47.76400466829956,74.51000000000003,43.012034700315375,122.17618125371138,136.54534080596667,102.564325439691,56.51514162611643,147.22325452358618,26.923836371692925,37.73756139609846,37.57820913810306,13.179670160034552,67.64203497160328,25.367192517004224,303.55205423832206,97.4990070032948,43.415720818471634,169.9754559052256,93.57999999999979,218.72479033626243,100.26206705892635,25.53
2008-06-27,66.12131578261999,46.95596696946791,69.49124906537494,132.025261364471,42.91272895018665,54.487267071691264,66.62184546803319,54.35665084840902,96.27754417814124,70.86634131850639,93.28023323042838,91.4699999999999,173.29999999999967,26.04263598326355,113.7500000000004,62.40000000000001,47.89005878222515,74.73000000000003,42.31223974763399,122.46908189801155,136.4111966456307,102.28171920172662,56.586434830546565,146.4195714684001,26.10716423125997,37.62025470851344,37.60232947098452,13.254191719905505,67.6724449978156,25.367192517004224,303.47387386451624,98.30077334523924,43.63049823594817,170.13675354795214,93.97999999999979,219.47043057002517,100.71282121756461,25.55
2008-06-30,67.04774673037257,46.33866679020233,69.41667620879704,133.58567264077305,41.9848861620745,54.911332741763275,66.9912627181257,53.832165799862324,95.8515844649319,70.96351833779813,95.18553161130522,91.3999999999999,172.62999999999965,26.126206415620597,113.6600000000004,62.97000000000001,47.0391935132275,74.91000000000003,41.25747634069393,122.5301028655741,136.02217858065646,102.17302449481724,56.11793663000569,146.93622486101972,27.292656048017484,37.796214739890964,37.37382105421284,13.27548359415435,68.58474578418519,25.506572695669078,307.1371828085601,98.74385474473482,43.90664062984658,169.70662650068138,93.8999999999998,219.19618847816622,100.39524442397855,25.54
2008-07-01,66.466034274807,46.318090117560146,69.68300783943239,134.73272993659774,42.4598533036081,55.2319677605982,66.95427943887009,53.93828728828422,94.83993014605971,70.90278270074079,95.79794894801563,92.6599999999999,178.99999999999966,26.345578800557835,114.5900000000004,63.48000000000001,47.86904976323755,74.95000000000003,41.88627760252358,122.10734960230083,135.9607405552226,102.06498195614932,56.21112703293936,147.39547232112605,27.016041290774066,37.53814002720394,37.14531263744116,13.32871327977646,67.91572520751416,25.335027860389253,300.2684785384778,96.0220690049761,43.46685829882319,170.24837151671892,93.9699999999998,219.4895101877714,100.51500160839859,25.56
2008-07-02,64.95789087148884,45.474446539230534,69.47420384101427,130.7955332725508,41.852337192344194,55.01476339300035,64.66879588936638,53.00972426459261,89.41959279547085,70.02818952711506,95.09480311697774,93.1699999999999,182.14999999999966,26.669727615062715,116.8400000000004,63.030000000000015,48.78294208919797,76.38000000000002,42.68749211356459,121.96033563669155,135.86643564203524,101.98836481151737,56.69104037908798,144.86961129054126,26.423295382395306,36.74045455162585,36.81524492432651,13.041272977417066,65.41196638269983,25.066989055264525,288.1505205985764,93.61676997914282,42.73047858176078,171.24255092578366,94.1499999999998,219.45649928234386,101.21223919988805,25.495
2008-07-03,64.41926822744665,45.41271652130397,69.78954049168654,129.09871518269122,41.609330747838634,55.056135653495176,65.00122986020328,52.93829633969326,89.86685049434067,69.31150900983843,94.1648360501212,92.0599999999999,180.00989999999965,25.812817294281686,116.82000000000039,63.33000000000001,48.761933070210375,76.35000000000002,42.626640378548814,121.99708912809388,135.69129794611592,101.94184725941939,56.47661101165987,145.0188667150758,26.568188826665676,37.057182608105386,36.80255001228364,13.083856725914751,65.67045160550455,24.938330428804658,285.36953301605524,93.84886023602147,42.98616598351856,169.31241953508314,93.4599999999998,218.20208487609702,99.95105943881155,25.6
2008-07-07,64.19304671694894,45.104066431671185,69.94933947006773,126.2465727173974,40.316978292968145,54.70447143928912,65.00122986020328,53.17298809293399,89.68581761622669,67.75667670117048,93.31425641580118,91.22999999999992,175.99999999999966,26.335132496513204,114.95000000000039,60.610000000000014,48.100148972101096,74.57000000000002,40.47654574132484,122.41975427922054,136.32448807751658,102.03214603702133,56.619563923278605,143.5377936562329,26.23888554423303,36.59968652652384,36.75177036411216,13.083856725914751,67.90558853211006,24.713177832499888,284.9897997718556,93.19478769390892,42.61787385002665,169.58371621547434,93.05999999999982,217.7289285649688,99.96131293280403,25.56
2008-07-08,66.01359125381157,46.26664843595468,70.98696750302305,124.03719569174586,42.70285974811365,56.335572809297794,66.55951409850127,53.71379952431482,89.73906258037785,72.80988170434131,93.64314720773825,90.8599999999999,176.63999999999965,25.332287308228686,109.92000000000036,57.76000000000001,46.35640039613063,72.00000000000003,40.56782334384851,122.90073497003888,137.0654552525599,101.75851337762145,56.27239256649024,146.08661705982303,26.568188826665672,36.86949190796937,36.866024572498,13.030627040292641,68.49351570554823,24.87400111557472,284.68824690146175,93.95435580732996,42.8429810385342,168.91345382862548,92.76999999999983,216.7716123075699,99.16154040138966,25.520000000000003
2008-07-09,64.30077124575739,45.16579644959774,70.62049517926881,120.91637313914175,40.57103048495123,56.13181442636076,65.05317266814654,52.18320113361436,89.55802970226387,67.84170659305076,94.61847852175855,91.4999999999999,179.49999999999966,25.738961924686144,109.65000000000036,56.01000000000001,46.324886867649234,71.55000000000003,40.22299684542579,123.37718273025094,137.15976016574723,101.40826357358964,56.905469746516076,143.27372636667178,26.423295382395303,36.45891850142183,36.840634748412256,12.817708297804199,67.0642444735692,24.723899384704872,278.7353698673904,91.4224620959265,42.46456368393268,169.89469380937268,93.31999999999982,218.35613576809223,99.78700353493167,25.550000000000004
2008-07-10,64.79630407827621,44.208981171736106,70.63114844449422,125.25658993415409,40.356742983887244,56.421420249824564,65.83231478729553,52.775032511351874,91.70912625397105,69.15359635348935,94.83395869578628,93.52999999999992,181.19999999999965,26.282900976290048,114.34000000000037,58.27000000000002,47.58542800690498,73.91000000000003,40.22299684542579,123.49173111178816,136.3783765993379,101.53960725010155,56.84930967409443,143.85926687830735,26.38377898850339,36.50584117645583,36.89141439658374,12.934813606172844,69.1929463084316,24.88472266777971,284.7887645249264,94.31304074977879,42.699796093549836,170.35835665741808,93.14999999999984,217.84996855153648,99.82801751090165,25.570000000000004
2008-07-11,64.64764422852056,43.60608466332007,70.30100375515865,124.72956360904546,39.521684474586316,55.914610058762904,65.19861253038769,52.297485813453335,91.28316654076171,68.81347678596823,94.35763410056707,95.1599999999999,186.38989999999967,26.752984658298413,117.39000000000038,55.65000000000001,48.247212105014256,75.32000000000002,40.95321766561507,122.79341477514413,135.32755042382192,101.40826357358962,57.03821173587634,142.18301364891926,25.817377342719247,35.64950235708525,36.32014335465454,12.76447861218209,69.10272989733505,24.54163299722006,282.778412055634,93.4057788365259,41.91227889613586,171.92187091245484,93.73999999999984,219.02735751178574,100.98666233205324,25.620000000000005
2008-07-14,64.04223237661714,43.39620260236977,70.06652538754729,125.6492762156076,37.67704464583955,55.43882906307236,65.15705828403308,51.45871789534948,91.53874236868731,66.42049268590897,93.24621004505558,95.9099999999999,189.34999999999965,26.491827057182654,117.48000000000039,55.91000000000001,48.268221124001855,75.05000000000003,39.746324921135574,122.97718223215571,135.3949110760986,101.16199418012972,57.3853830926647,140.89712076062153,25.817377342719247,35.66123302584375,36.25666879444019,12.849646109177469,68.22996214504147,24.48802523619511,285.0344742711733,93.89105846454488,41.840686423643675,171.86795662779838,94.07999999999984,219.81631815150413,101.0584367900007,25.620000000000005
2008-07-15,64.23613652847233,43.509374301901794,70.42873640521137,120.64769305183145,36.60560714051958,56.35936185908233,64.05587075563584,51.815857519846254,90.15437330075696,65.77669493310114,92.54306421401769,96.1699999999999,186.99799999999965,25.645676429567597,112.39000000000037,53.80000000000001,46.734562737907346,72.42000000000003,39.40149842271286,123.45497762038585,135.3679668151879,99.6022880215505,57.640656149126734,138.91087549566166,25.448557666394688,35.1920062755037,35.86312652111118,12.636727366689025,66.22290041502836,24.327201953120277,282.6778944321694,91.73894880985193,41.145216690862505,171.7601280584855,95.21999999999984,220.87596821572845,101.59151594267036,25.666
2008-07-16,64.9902082301314,45.381851512340695,71.16381170576493,118.05389682433596,40.61521347486135,56.88685818039141,66.1959144428984,53.00972426459261,91.33641150491287,70.57481026063114,90.90995131612327,94.4399999999999,185.44999999999965,25.071129707112924,109.25000000000036,53.750000000000014,46.020256092329085,71.05000000000003,39.999873817034626,122.51163800772636,134.30366850921658,99.93064721283034,57.436437703957104,142.32078788695114,25.63296750455697,35.80200105094577,36.370923002826025,12.956105480421689,69.53759327217121,24.659570071474935,286.6762621210954,94.29194163551709,41.94296138434679,170.85436807625732,94.93999999999984,220.46883371545536,100.89438088612084,25.66
2008-07-17,64.9148010599655,46.63702854351403,70.94009313603125,116.0697977180446,42.183709616669965,57.257139911820126,67.18282779382046,53.88726734192755,91.04888869849658,71.42510917943393,89.60572921016592,94.21999999999991,183.19989999999967,25.412932775453232,105.53000000000036,49.98000000000001,44.938291614467886,68.59000000000003,38.1337539432176,121.97258680049237,133.84561607373524,100.22617048498219,56.92589159103304,143.74445501328077,26.093992099962666,36.75218522038437,37.06914316518394,12.892229857675154,69.43622651813016,24.95977353321463,283.01295317705154,95.97987077645274,42.54638365249516,171.02689378715795,93.46999999999984,220.43582281002782,100.40221317448122,25.63
2008-07-18,65.05484294741647,46.3901084718078,70.48839469047368,116.97917647509482,43.398741839197776,57.01097496187589,67.016610808402,53.07094820022063,90.44189610717328,71.54658045354861,90.02534849643045,94.16999999999992,179.6799999999997,24.88309623430958,104.44000000000035,50.20000000000002,44.17146242142063,67.80000000000003,37.61651419558353,121.26201930004756,133.60311772553925,101.8351305222534,56.73188406812191,144.63998756048812,26.383778988503398,37.10410528313941,37.310346493998495,12.839000172053046,70.12552044560941,25.04554595085454,283.98462353720953,94.94601417762966,42.87366352674512,171.11315664260823,93.29999999999984,220.29277555317506,100.37145269250375,25.67
2008-07-21,65.07638785317816,45.97857501896407,70.2263243659285,120.96804238670141,43.045277919916956,56.70068300816467,67.3074905328843,52.79544048989455,92.91246244378745,72.08105405965323,91.17079573731475,95.11999999999992,182.2799999999997,25.206931659693122,106.67000000000036,49.79000000000002,44.70719240560433,68.78000000000003,36.91671924290214,121.75206585207845,133.7513111605479,102.33861461554915,57.079055424910266,144.7203558660067,26.48915603888184,37.44429467713595,37.5261599987273,12.839000172053046,70.68303759283528,25.142039920699442,287.8377991033533,95.13590620598494,43.18048840885446,171.82482520007324,93.50879999999982,220.589873702023,100.65855052429352,25.64
2008-07-22,65.22720219350998,47.17202203221085,71.44079660162569,117.53720434873927,45.50847960740515,57.26955158996858,68.67878066258652,52.8362564469799,92.1989799241618,74.0124473180767,91.24564674513492,93.05999999999993,177.5899999999997,24.9248814504881,103.32000000000033,47.450000000000024,43.73027302268112,67.00000000000003,36.2574921135646,121.48254024846146,134.61352750968922,102.68339176639296,56.70125130134646,146.36216553588685,26.52867243277376,37.63198537727197,37.64041420711314,13.0093351660438,71.82848191349932,25.35647096479922,283.28100017295714,94.10204960716185,43.17026091278415,170.57401379604386,92.89999999999984,219.588542904054,99.59218714907435,25.61
2008-07-23,67.15547125918106,48.169990655356855,71.85627394541683,112.86630436934502,46.45841389047234,57.75567565078284,69.22937442678514,53.550535695973444,90.3886511430221,76.10175323284926,89.33354372718351,90.56999999999992,171.8999999999997,25.050237099023665,100.02000000000032,45.69000000000001,42.7428491302641,65.37000000000003,35.821388012618236,121.62955421407074,134.14200294375254,102.41523176018109,56.47661101165988,147.15436740457025,26.647221614449514,37.62025470851347,37.64041420711314,13.094502663039178,72.75091937527301,25.399357173619183,280.67871058770646,94.96711329189135,43.43617581061224,169.5496423875715,92.40999999999983,220.5348555263104,98.8949495575849,25.5
2008-07-24,65.67964521450543,46.719335234082756,71.06793231873618,112.26900786755522,43.64174828370333,57.73498952053542,67.3282676560616,52.51993277956847,88.18430962716377,71.06069535708988,88.52832834002724,91.32999999999991,172.5999999999997,24.548814504881406,101.46000000000032,43.23000000000001,42.774362658745495,65.40000000000003,35.953233438485746,122.47488451632404,135.3275504238219,102.65602850045299,56.67061853457102,144.10037179486318,26.04130357477345,36.892953245486396,36.76446527615503,13.083856725914755,69.6389600262123,25.249255442749337,269.72228963006296,93.30028326521742,42.689568597479514,169.57336467282033,92.98999999999981,219.2584338497785,99.1307799194122,25.45
